[20250128_154916] Server running in DEBUG mode.
[20250128_154916] Server started
[20250128_154923] Read Event
[20250128_154923] Client accepted : 7
Connected through port : 8080
Through host : localhost:8080
[20250128_154923] Read Event
[20250128_154923] Client accepted : 8
Connected through port : 8080
Through host : localhost:8080
[20250128_154923] Read Event
[20250128_154923] From client
[20250128_154923] Send Event
[20250128_154923] Removing Client 7
[20250128_154923] Send Event
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] File event
[20250128_154929] Writing into file...
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] File event
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154929] Read Event
[20250128_154929] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] File event
[20250128_154930] Writing into file...
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] File event
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154930] Read Event
[20250128_154930] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] File event
[20250128_154931] Writing into file...
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] File event
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] File event
[20250128_154931] Writing into file...
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] File event
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154931] Read Event
[20250128_154931] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] File event
[20250128_154932] Writing into file...
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] File event
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154932] Read Event
[20250128_154932] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] File event
[20250128_154933] Writing into file...
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] File event
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] File event
[20250128_154933] Writing into file...
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] File event
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
