[20250116_164208] Server running in DEBUG mode.
[20250116_164208] Server started
[20250116_164210] Read Event
[20250116_164210] Client accepted : 7
Connected through port : 8080
Through host : localhost:8080
[20250116_164210] Read Event
[20250116_164210] Bytes read: 536
[20250116_164210] Process Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
[20250116_164210] Read Event
