[20250116_165107] Server running in DEBUG mode.
[20250116_165107] Server started
[20250116_165114] Read Event
[20250116_165114] Client accepted : 7
Connected through port : 8080
Through host : localhost:8080
[20250116_165114] Read Event
[20250116_165114] Bytes read: 536
[20250116_165114] Process Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
[20250116_165114] Read Event
