[20250116_165720] Server running in DEBUG mode.
[20250116_165720] Server started
[20250116_165722] Read Event
[20250116_165722] Client accepted : 7
Connected through port : 8080
Through host : localhost:8080
[20250116_165722] Read Event
[20250116_165722] Bytes read: 536
[20250116_165722] Process Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
[20250116_165722] Read Event
